Trajectories
100
,,mechanicle_knee:thigh1,,,mechanicle_knee:thigh2,,,mechanicle_knee:thigh3,,,mechanicle_knee:thigh4,,,mechanicle_knee:thigh5,,,mechanicle_knee:shank1,,,mechanicle_knee:shank2,,,mechanicle_knee:shank3,,,mechanicle_knee:shank4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
793,0,82.0056,100.242,130.363,23.9873,61.7081,130.37,97.6032,26.6449,129.433,58.6229,9.4354,129.746,9.42971,178.436,143.597,-6.60112,305.804,146.117,-67.1147,286.605,146.087,13.1247,260.751,145.437,-38.8397,222.438,144.93
794,0,81.9867,100.22,130.349,23.9765,61.6893,130.355,97.5974,26.6325,129.404,58.61,9.41755,129.715,9.39867,178.378,143.587,-7.19477,305.612,146.157,-67.6015,286.167,146.097,12.7457,260.671,145.453,-39.0192,222.145,144.932
795,0,81.9802,100.222,130.347,23.9494,61.6748,130.36,97.5758,26.6218,129.421,58.5835,9.40479,129.73,9.3463,178.342,143.594,-7.80844,305.421,146.144,-68.1068,285.741,146.081,12.3755,260.609,145.456,-39.2221,221.87,144.946
796,0,81.959,100.197,130.357,23.9327,61.669,130.378,97.5374,26.6167,129.457,58.5667,9.39962,129.75,9.29378,178.286,143.625,-8.33632,305.29,146.153,-68.5918,285.32,146.102,12.0044,260.545,145.49,-39.4184,221.57,144.963
797,0,81.9581,100.21,130.36,23.9326,61.6794,130.395,97.5452,26.6275,129.472,58.5759,9.39827,129.779,9.31505,178.319,143.611,-8.89031,305.175,146.134,-69.0281,284.923,146.09,11.6682,260.535,145.456,-39.5973,221.293,144.952
798,0,81.9774,100.237,130.378,23.9613,61.711,130.422,97.5749,26.6512,129.478,58.5943,9.43014,129.814,9.31636,178.324,143.609,-9.4066,305.081,146.1,-69.4656,284.544,146.069,11.3408,260.519,145.411,-39.7306,221.052,144.941
799,0,81.9974,100.279,130.381,23.9951,61.745,130.432,97.611,26.6808,129.494,58.6214,9.46853,129.836,9.37493,178.348,143.586,-9.876,304.972,146.051,-69.8193,284.209,146.025,11.0557,260.489,145.384,-39.8394,220.851,144.923
800,0,82.02,100.313,130.393,24.0131,61.7868,130.442,97.6255,26.7334,129.531,58.6292,9.51186,129.86,9.39198,178.388,143.577,-10.2524,304.904,146.012,-70.162,283.949,146.012,10.8143,260.503,145.37,-39.9391,220.685,144.919
801,0,82.0195,100.321,130.4,24.0084,61.7973,130.455,97.6207,26.736,129.53,58.6226,9.50394,129.867,9.40044,178.387,143.594,-10.6095,304.824,146.033,-70.4388,283.697,146.063,10.5865,260.456,145.397,-40.0541,220.519,144.928
802,0,81.9952,100.288,130.374,23.9727,61.7599,130.426,97.5779,26.6967,129.505,58.601,9.47574,129.831,9.35047,178.341,143.612,-10.947,304.694,146.088,-70.7228,283.423,146.079,10.3491,260.383,145.432,-40.1793,220.329,144.937
803,0,81.9688,100.229,130.352,23.9453,61.7092,130.397,97.5441,26.6467,129.468,58.5756,9.42873,129.777,9.27138,178.234,143.611,-11.2284,304.582,146.163,-70.9768,283.156,146.08,10.1661,260.306,145.473,-40.2808,220.142,144.968
804,0,81.9388,100.179,130.325,23.9127,61.6514,130.335,97.5353,26.5882,129.403,58.5478,9.37815,129.692,9.29071,178.245,143.6,-11.5167,304.439,146.193,-71.2302,282.878,146.113,9.98022,260.211,145.532,-40.3755,219.955,144.959
805,0,81.9181,100.148,130.317,23.9164,61.6216,130.3,97.5206,26.5652,129.363,58.5411,9.3441,129.644,9.25226,178.171,143.599,-11.8303,304.323,146.243,-71.4733,282.617,146.125,9.80606,260.16,145.552,-40.4638,219.784,144.965
806,0,81.9394,100.156,130.336,23.9268,61.618,130.298,97.5401,26.5672,129.363,58.5566,9.34948,129.642,9.25726,178.169,143.617,-12.1013,304.251,146.264,-71.702,282.408,146.142,9.63984,260.14,145.562,-40.5438,219.634,144.979
807,0,81.9504,100.167,130.323,23.9263,61.6298,130.293,97.5414,26.5801,129.353,58.5607,9.35744,129.634,9.23703,178.172,143.611,-12.3832,304.171,146.238,-71.937,282.178,146.139,9.44631,260.106,145.549,-40.637,219.497,144.959
808,0,81.9762,100.194,130.314,23.9404,61.6576,130.298,97.5455,26.6021,129.368,58.5727,9.38922,129.651,9.22299,178.17,143.615,-12.6529,304.112,146.22,-72.1411,281.983,146.121,9.26114,260.087,145.543,-40.7141,219.355,144.956
809,0,81.9762,100.209,130.302,23.9396,61.6797,130.308,97.557,26.624,129.366,58.5849,9.40267,129.654,9.23969,178.213,143.621,-12.947,304.025,146.158,-72.3833,281.756,146.093,9.05359,260.066,145.518,-40.8049,219.22,144.937
810,0,81.9634,100.21,130.33,23.9402,61.6952,130.331,97.5497,26.6239,129.394,58.5689,9.41039,129.695,9.22032,178.218,143.612,-13.2373,303.957,146.147,-72.647,281.548,146.076,8.87725,260.045,145.512,-40.9015,219.074,144.944
811,0,81.9587,100.205,130.338,23.9325,61.6854,130.346,97.5294,26.6199,129.42,58.5645,9.39821,129.719,9.21163,178.25,143.61,-13.5071,303.868,146.143,-72.8652,281.317,146.07,8.67878,259.993,145.507,-40.9784,218.929,144.957
812,0,81.9182,100.176,130.36,23.9033,61.6566,130.34,97.5096,26.6008,129.419,58.5243,9.37784,129.711,9.15553,178.235,143.598,-13.7607,303.773,146.165,-73.093,281.11,146.081,8.51281,259.941,145.507,-41.0676,218.792,144.958
813,0,81.9077,100.16,130.372,23.8851,61.6417,130.339,97.4987,26.5863,129.421,58.5188,9.3569,129.706,9.24252,178.319,143.601,-14.0139,303.673,146.192,-73.2926,280.908,146.124,8.35877,259.883,145.538,-41.1459,218.632,144.989
814,0,81.893,100.15,130.344,23.8701,61.633,130.322,97.4892,26.5858,129.401,58.5076,9.35656,129.678,9.17592,178.208,143.578,-14.2276,303.605,146.172,-73.4522,280.746,146.11,8.22014,259.87,145.535,-41.2269,218.514,144.96
815,0,81.9097,100.154,130.341,23.8884,61.6456,130.317,97.5051,26.5798,129.385,58.5337,9.3659,129.67,9.196,178.217,143.581,-14.44,303.545,146.165,-73.6075,280.566,146.127,8.08596,259.833,145.51,-41.2671,218.403,144.944
816,0,81.9184,100.154,130.334,23.9087,61.6623,130.303,97.5238,26.5979,129.366,58.539,9.3921,129.658,9.22145,178.249,143.564,-14.71,303.493,146.179,-73.7781,280.38,146.127,7.93119,259.805,145.498,-41.3293,218.275,144.951
817,0,81.9113,100.138,130.34,23.9178,61.6768,130.319,97.5307,26.6048,129.378,58.5469,9.40504,129.671,9.18636,178.19,143.596,-14.9866,303.419,146.202,-74.0008,280.148,146.137,7.7688,259.773,145.505,-41.3924,218.126,144.964
818,0,81.9606,100.171,130.371,23.9461,61.6877,130.334,97.5482,26.6173,129.407,58.5776,9.40654,129.699,9.21827,178.239,143.591,-15.2515,303.355,146.244,-74.2159,279.92,146.143,7.60179,259.718,145.507,-41.4747,217.974,144.982
819,0,81.9549,100.152,130.362,23.9435,61.6704,130.333,97.5578,26.6155,129.4,58.5787,9.38828,129.681,9.17572,178.155,143.611,-15.522,303.234,146.252,-74.4623,279.688,146.139,7.44061,259.686,145.533,-41.5454,217.827,144.984
820,0,81.9532,100.134,130.358,23.9314,61.6483,130.313,97.5321,26.6025,129.393,58.5582,9.37433,129.667,9.17551,178.213,143.595,-15.7881,303.11,146.255,-74.6767,279.44,146.12,7.29529,259.648,145.539,-41.6251,217.657,144.979
821,0,81.9061,100.12,130.354,23.9054,61.6341,130.302,97.5232,26.5857,129.368,58.5352,9.35925,129.648,9.16295,178.205,143.593,-16.0939,302.998,146.221,-74.9522,279.19,146.116,7.09209,259.594,145.531,-41.7357,217.489,144.954
822,0,81.888,100.106,130.366,23.8754,61.6356,130.282,97.4955,26.5685,129.352,58.5044,9.34973,129.631,9.15762,178.201,143.567,-16.4002,302.898,146.217,-75.2081,278.943,146.096,6.86291,259.55,145.511,-41.8387,217.325,144.946
823,0,81.8883,100.11,130.364,23.8807,61.6352,130.29,97.4847,26.5661,129.358,58.5003,9.3512,129.632,9.12984,178.137,143.591,-16.6885,302.794,146.213,-75.407,278.74,146.089,6.64502,259.451,145.5,-41.9231,217.182,144.941
824,0,81.9025,100.119,130.365,23.873,61.6393,130.278,97.4722,26.5738,129.357,58.5067,9.35579,129.631,9.16776,178.166,143.59,-16.948,302.719,146.234,-75.6342,278.529,146.1,6.48134,259.438,145.511,-42.0072,217.024,144.946
825,0,81.9188,100.11,130.378,23.8969,61.6355,130.288,97.4973,26.5737,129.371,58.5165,9.35168,129.638,9.15951,178.138,143.617,-17.1947,302.636,146.31,-75.8349,278.293,146.121,6.31242,259.399,145.555,-42.0627,216.883,144.972
826,0,81.9593,100.119,130.394,23.9209,61.6504,130.291,97.5256,26.5768,129.368,58.5635,9.36871,129.64,9.17571,178.129,143.629,-17.4228,302.564,146.303,-76.0071,278.08,146.12,6.20526,259.38,145.543,-42.0876,216.752,144.97
827,0,81.9865,100.134,130.401,23.9582,61.6605,130.292,97.5629,26.5943,129.358,58.5818,9.38493,129.642,9.22158,178.145,143.624,-17.6385,302.493,146.264,-76.1707,277.901,146.112,6.08941,259.379,145.548,-42.124,216.631,144.965
828,0,81.994,100.135,130.399,23.9502,61.6607,130.275,97.5734,26.5983,129.337,58.5761,9.38025,129.615,9.25869,178.209,143.604,-17.8706,302.4,146.244,-76.3462,277.697,146.11,5.95432,259.349,145.566,-42.1929,216.513,144.948
829,0,81.9771,100.124,130.395,23.9419,61.6514,130.251,97.5557,26.5744,129.32,58.562,9.3683,129.587,9.26594,178.193,143.589,-18.1092,302.332,146.237,-76.548,277.499,146.132,5.80727,259.315,145.569,-42.2742,216.37,144.957
830,0,81.9737,100.1,130.397,23.9217,61.6358,130.257,97.5332,26.5568,129.326,58.5513,9.35222,129.584,9.2142,178.108,143.602,-18.3354,302.232,146.25,-76.7339,277.285,146.147,5.61649,259.238,145.553,-42.3538,216.222,144.953
831,0,81.9498,100.093,130.379,23.9005,61.6158,130.246,97.5147,26.5423,129.327,58.5299,9.33463,129.573,9.20242,178.082,143.585,-18.6369,302.113,146.248,-76.9501,277.07,146.137,5.45643,259.221,145.556,-42.4472,216.073,144.951
832,0,81.9662,100.104,130.389,23.9162,61.6236,130.262,97.5216,26.5567,129.341,58.5428,9.34645,129.589,9.23039,178.087,143.589,-18.9336,302.003,146.274,-77.1764,276.839,146.144,5.26414,259.164,145.551,-42.5026,215.935,144.949
833,0,81.973,100.123,130.401,23.9265,61.6355,130.26,97.5245,26.5714,129.337,58.5494,9.3578,129.604,9.22134,178.108,143.606,-19.1177,301.97,146.292,-77.3293,276.687,146.134,5.15515,259.156,145.551,-42.5463,215.851,144.961
834,0,81.985,100.129,130.393,23.9136,61.6383,130.244,97.5378,26.5751,129.313,58.5525,9.35044,129.565,9.21817,178.143,143.607,-19.3308,301.864,146.287,-77.478,276.529,146.166,5.03611,259.128,145.577,-42.5972,215.742,144.96
835,0,82.0075,100.161,130.398,23.9195,61.6369,130.236,97.5361,26.5791,129.301,58.5551,9.35791,129.559,9.27118,178.236,143.586,-19.5339,301.834,146.327,-77.6618,276.318,146.177,4.89776,259.142,145.594,-42.6351,215.622,144.959
836,0,82.0194,100.153,130.398,23.9415,61.6594,130.24,97.5481,26.5911,129.312,58.5762,9.37946,129.568,9.26082,178.255,143.567,-19.7158,301.72,146.304,-77.8419,276.1,146.138,4.74965,259.122,145.579,-42.6692,215.512,144.941
837,0,82.0535,100.159,130.389,23.9744,61.6567,130.237,97.586,26.5864,129.299,58.6031,9.37008,129.566,9.35372,178.331,143.567,-19.9766,301.596,146.292,-78.0261,275.854,146.141,4.59833,259.064,145.541,-42.7059,215.355,144.917
838,0,82.0733,100.134,130.379,23.978,61.6303,130.204,97.5841,26.5687,129.272,58.6138,9.35674,129.528,9.38905,178.353,143.534,-20.2921,301.44,146.272,-78.2547,275.578,146.133,4.43128,259.031,145.559,-42.7602,215.152,144.915
839,0,82.0593,100.105,130.384,23.9541,61.5842,130.198,97.5686,26.5228,129.259,58.5961,9.30678,129.493,9.39344,178.287,143.553,-20.5335,301.352,146.343,-78.4659,275.316,146.164,4.25187,258.961,145.62,-42.8248,214.98,144.951
840,0,82.0799,100.073,130.402,23.9569,61.5459,130.177,97.5758,26.5009,129.247,58.6017,9.27962,129.472,9.44875,178.31,143.564,-20.9649,301.17,146.414,-78.7524,274.955,146.219,3.99033,258.881,145.662,-42.9178,214.742,144.972
841,0,82.0666,100.061,130.415,23.9471,61.534,130.174,97.5628,26.5006,129.255,58.5915,9.26799,129.471,9.49501,178.296,143.552,-21.3278,301.051,146.424,-79.0704,274.605,146.226,3.77621,258.825,145.668,-43.0152,214.529,144.987
842,0,82.0386,100.017,130.419,23.9027,61.5062,130.127,97.535,26.4651,129.206,58.5345,9.2281,129.4,9.49479,178.294,143.539,-21.6588,300.942,146.459,-79.3614,274.257,146.242,3.56857,258.792,145.722,-43.104,214.309,144.977
843,0,81.9964,99.9754,130.372,23.8727,61.4694,130.025,97.4928,26.4177,129.097,58.5022,9.18354,129.255,9.56246,178.329,143.52,-22.0948,300.741,146.462,-79.6799,273.836,146.273,3.28595,258.688,145.725,-43.2006,214.043,144.962
844,0,82.03,100.042,130.311,23.8588,61.4508,129.967,97.4796,26.4079,129.047,58.4956,9.16726,129.181,9.59148,178.327,143.496,-22.5334,300.562,146.502,-80.0559,273.328,146.251,3.03556,258.636,145.739,-43.2615,213.817,144.959
845,0,81.991,99.9477,130.369,23.8456,61.4378,129.949,97.4684,26.4002,129.024,58.4772,9.15538,129.146,9.58591,178.344,143.518,-22.9998,300.361,146.528,-80.3663,272.938,146.275,2.80447,258.585,145.761,-43.3178,213.584,144.963
846,0,82.0112,99.8907,130.393,23.8478,61.4003,129.949,97.4582,26.3663,129.024,58.4786,9.11318,129.131,9.65389,178.336,143.547,-23.3367,300.195,146.574,-80.6437,272.529,146.317,2.59346,258.52,145.833,-43.3561,213.326,145.005
847,0,82.0107,99.8473,130.408,23.8498,61.3688,129.939,97.4676,26.342,129.006,58.4907,9.08885,129.118,9.66856,178.263,143.604,-23.7176,300.033,146.621,-80.9524,272.093,146.317,2.34605,258.432,145.846,-43.3902,213.037,145.021
848,0,82.0024,99.8028,130.393,23.8551,61.339,129.888,97.481,26.3094,128.959,58.4851,9.05665,129.049,9.77028,178.355,143.564,-24.0535,299.89,146.638,-81.2067,271.73,146.332,2.13101,258.351,145.859,-43.4301,212.8,145.019
849,0,81.9849,99.7662,130.4,23.835,61.3107,129.843,97.4547,26.2848,128.914,58.4593,9.03536,128.985,9.81718,178.345,143.553,-24.3652,299.729,146.681,-81.4116,271.439,146.338,1.95737,258.283,145.897,-43.4567,212.602,145.003
850,0,82.005,99.7858,130.376,23.8236,61.3044,129.825,97.4552,26.275,128.892,58.4574,9.0267,128.963,9.82069,178.306,143.559,-24.6669,299.617,146.655,-81.5943,271.183,146.321,1.80589,258.256,145.857,-43.4782,212.444,144.987
851,0,82.0072,99.798,130.381,23.8405,61.318,129.836,97.4534,26.2808,128.92,58.4618,9.03704,128.979,10.0442,178.572,143.52,-24.8594,299.565,146.631,-81.706,271.036,146.307,1.70328,258.257,145.858,-43.4962,212.37,144.977
852,0,82.0301,99.8021,130.381,23.8344,61.3293,129.845,97.4523,26.2852,128.934,58.4556,9.04268,128.988,10.0891,178.608,143.524,-25.0263,299.506,146.61,-81.8097,270.902,146.295,1.62753,258.246,145.84,-43.4965,212.296,144.981
853,0,82.0295,99.8012,130.425,23.8468,61.3553,129.899,97.4448,26.3112,128.974,58.4697,9.07089,129.062,10.1239,178.669,143.518,-25.1977,299.505,146.579,-81.9265,270.766,146.267,1.54424,258.289,145.821,-43.4971,212.236,144.999
854,0,82.045,99.8507,130.44,23.8649,61.4004,129.956,97.4712,26.3524,129.025,58.497,9.11067,129.16,10.1944,178.767,143.505,-25.3545,299.501,146.522,-82.0404,270.642,146.221,1.46239,258.338,145.788,-43.4925,212.187,144.972
855,0,82.0483,99.8771,130.455,23.8706,61.43,129.983,97.4674,26.3743,129.049,58.496,9.14111,129.19,10.2407,178.83,143.47,-25.5143,299.493,146.494,-82.1341,270.551,146.191,1.38042,258.37,145.761,-43.499,212.156,144.97
856,0,82.0316,99.8835,130.477,23.8557,61.4483,129.975,97.4586,26.396,129.057,58.4747,9.15734,129.181,10.26,178.852,143.481,-25.5839,299.511,146.494,-82.1912,270.51,146.203,1.33152,258.4,145.777,-43.5189,212.147,144.961
857,0,82.0372,99.9165,130.468,23.8461,61.4739,129.987,97.4456,26.4107,129.075,58.4635,9.17098,129.194,10.2721,178.863,143.518,-25.6303,299.538,146.476,-82.2395,270.493,146.174,1.2985,258.412,145.743,-43.5357,212.143,144.954
858,0,82.0473,99.944,130.472,23.8525,61.4867,130.021,97.4487,26.4151,129.091,58.4725,9.195,129.247,10.2992,178.87,143.502,-25.6316,299.546,146.435,-82.2565,270.487,146.152,1.28541,258.43,145.724,-43.5277,212.158,144.944
859,0,82.0622,99.9614,130.465,23.8585,61.4956,130.026,97.4677,26.4274,129.1,58.4804,9.1988,129.261,10.3115,178.91,143.494,-25.6407,299.549,146.416,-82.2453,270.472,146.12,1.29165,258.445,145.692,-43.5063,212.16,144.931
860,0,82.0628,99.9272,130.485,23.8756,61.4989,130.041,97.4817,26.4309,129.112,58.492,9.19821,129.277,10.3115,178.906,143.488,-25.6489,299.545,146.4,-82.2508,270.457,146.129,1.29591,258.452,145.686,-43.4884,212.155,144.936
861,0,82.0656,99.9292,130.507,23.8718,61.5036,130.06,97.4922,26.4404,129.127,58.5008,9.21156,129.314,10.3265,178.919,143.511,-25.6617,299.554,146.409,-82.2557,270.44,146.135,1.30255,258.466,145.695,-43.4856,212.141,144.947
862,0,82.076,99.9318,130.511,23.8747,61.5077,130.074,97.492,26.4537,129.148,58.4996,9.21946,129.322,10.3378,178.935,143.506,-25.6846,299.562,146.423,-82.2703,270.439,146.15,1.28008,258.482,145.7,-43.4934,212.145,144.96
863,0,82.0811,99.9607,130.509,23.8709,61.5105,130.08,97.4735,26.4574,129.154,58.4894,9.22088,129.336,10.3578,178.936,143.531,-25.7148,299.551,146.431,-82.2967,270.419,146.16,1.25651,258.479,145.725,-43.4996,212.136,144.966
864,0,82.075,99.9573,130.503,23.8694,61.5277,130.055,97.4694,26.4526,129.137,58.4965,9.22543,129.307,10.3705,178.94,143.515,-25.7599,299.552,146.398,-82.3287,270.399,146.135,1.24281,258.488,145.701,-43.5038,212.134,144.945
865,0,82.0698,99.9812,130.469,23.8656,61.5288,130.045,97.4754,26.4606,129.133,58.491,9.24097,129.313,10.3524,178.955,143.479,-25.8103,299.547,146.352,-82.362,270.36,146.096,1.19962,258.487,145.66,-43.5205,212.115,144.905
866,0,82.0459,99.9744,130.497,23.8732,61.5412,130.068,97.4859,26.4757,129.142,58.4947,9.25102,129.33,10.3648,178.979,143.481,-25.8949,299.534,146.336,-82.4271,270.29,146.075,1.14276,258.491,145.64,-43.5275,212.084,144.908
867,0,82.0411,99.9798,130.497,23.8448,61.5554,130.094,97.4514,26.4842,129.184,58.4823,9.26208,129.364,10.3812,179.011,143.476,-26.0131,299.509,146.319,-82.5406,270.208,146.07,1.05862,258.512,145.632,-43.5539,212.034,144.927
868,0,82.0574,100.003,130.527,23.8477,61.5663,130.138,97.4542,26.492,129.221,58.4868,9.27324,129.422,10.41,179.05,143.512,-26.1901,299.471,146.341,-82.6637,270.084,146.104,0.957692,258.534,145.652,-43.5735,211.966,144.949
869,0,82.0479,100.039,130.483,23.8769,61.5747,130.154,97.4814,26.5217,129.237,58.5051,9.29729,129.452,10.4894,179.091,143.51,-26.3439,299.429,146.358,-82.7799,269.937,146.107,0.881368,258.577,145.669,-43.5709,211.894,144.959
870,0,82.078,100.053,130.455,23.8868,61.5685,130.124,97.5029,26.5001,129.206,58.4956,9.27343,129.396,10.5787,179.075,143.515,-26.5728,299.336,146.377,-82.9003,269.745,146.097,0.747029,258.534,145.663,-43.5773,211.777,144.944
871,0,82.108,100.036,130.476,23.9081,61.5685,130.09,97.5262,26.4921,129.163,58.5269,9.27553,129.356,10.6788,179.119,143.485,-26.8912,299.21,146.335,-83.109,269.466,146.041,0.581381,258.525,145.642,-43.577,211.624,144.911
872,0,82.1466,100.038,130.483,23.9342,61.5751,130.092,97.5525,26.5125,129.177,58.5651,9.28474,129.378,10.7696,179.19,143.463,-27.2103,299.1,146.287,-83.3067,269.204,146.024,0.47015,258.514,145.639,-43.6036,211.489,144.903
873,0,82.1646,100.015,130.487,23.9435,61.5523,130.092,97.5488,26.4814,129.165,58.5706,9.2679,129.366,10.8444,179.201,143.485,-27.5735,298.995,146.308,-83.5587,268.879,146.04,0.243666,258.473,145.644,-43.6448,211.278,144.902
874,0,82.1757,99.9502,130.506,23.9291,61.5384,130.084,97.5321,26.4535,129.162,58.5494,9.23752,129.344,10.9252,179.206,143.507,-27.9844,298.859,146.327,-83.8342,268.503,146.07,5.91047e-05,258.455,145.682,-43.7067,211.064,144.915
875,0,82.1529,99.9573,130.482,23.9277,61.5317,130.105,97.525,26.4438,129.196,58.5492,9.23101,129.392,11.0093,179.248,143.506,-28.3506,298.76,146.319,-84.0675,268.17,146.04,-0.226288,258.433,145.652,-43.7342,210.882,144.92
876,0,82.1882,99.9796,130.493,23.9717,61.5161,130.131,97.5775,26.4625,129.226,58.5956,9.23649,129.427,11.0152,179.241,143.496,-28.4832,298.708,146.29,-84.1536,268.053,146.026,-0.30347,258.407,145.625,-43.7492,210.798,144.916
877,0,82.1523,99.8821,130.473,23.9439,61.4463,130.018,97.5519,26.4008,129.101,58.5677,9.15557,129.255,10.9844,179.143,143.481,-28.5509,298.607,146.406,-84.1922,267.946,146.068,-0.342216,258.325,145.707,-43.8012,210.695,144.929
878,0,82.0911,99.8316,130.446,23.8811,61.3936,129.943,97.4863,26.3416,129.041,58.5036,9.09624,129.153,10.9275,179.078,143.508,-28.6129,298.529,146.473,-84.2632,267.893,146.099,-0.403775,258.241,145.762,-43.8576,210.63,144.929
879,0,82.0613,99.8163,130.48,23.8548,61.3944,129.965,97.46,26.3465,129.064,58.4743,9.10995,129.181,10.8812,179.083,143.502,-28.6766,298.539,146.451,-84.3064,267.886,146.096,-0.452381,258.246,145.748,-43.9117,210.625,144.927
880,0,82.0438,99.8445,130.478,23.8512,61.4183,130.003,97.457,26.3601,129.087,58.4641,9.12469,129.237,10.8789,179.092,143.511,-28.7135,298.543,146.429,-84.3339,267.894,146.096,-0.475777,258.267,145.749,-43.9266,210.637,144.938
881,0,82.0704,99.825,130.494,23.8585,61.4232,129.997,97.4696,26.3703,129.085,58.4821,9.12401,129.228,10.8862,179.104,143.504,-28.699,298.546,146.428,-84.3109,267.888,146.09,-0.464026,258.284,145.74,-43.9156,210.637,144.926
882,0,82.113,99.8729,130.439,23.9121,61.4188,129.998,97.5326,26.3649,129.083,58.5415,9.12546,129.226,10.9398,179.111,143.481,-28.6398,298.544,146.416,-84.2598,267.874,146.074,-0.410286,258.278,145.73,-43.8434,210.635,144.92
883,0,82.1556,99.9095,130.463,23.9699,61.4605,130.02,97.5838,26.426,129.106,58.5884,9.17433,129.271,10.979,179.143,143.493,-28.6042,298.585,146.399,-84.2223,267.905,146.059,-0.370706,258.32,145.709,-43.8109,210.663,144.93
884,0,82.2014,99.9354,130.481,23.9908,61.4986,130.053,97.6025,26.4515,129.141,58.626,9.2215,129.31,11.0182,179.193,143.493,-28.5463,298.658,146.394,-84.1883,267.97,146.068,-0.317892,258.373,145.699,-43.7539,210.729,144.93
885,0,82.2186,99.9835,130.503,23.9887,61.529,130.1,97.5765,26.4724,129.202,58.5995,9.23909,129.38,11.0299,179.22,143.527,-28.5123,298.699,146.367,-84.1629,268.028,146.076,-0.299965,258.418,145.695,-43.7408,210.785,144.94
886,0,82.211,100.002,130.504,23.9799,61.5467,130.144,97.5787,26.4846,129.244,58.5872,9.25537,129.439,11.0306,179.257,143.524,-28.4944,298.731,146.303,-84.1587,268.057,146.031,-0.290833,258.435,145.631,-43.7226,210.825,144.926
887,0,82.2026,100.009,130.499,23.9646,61.5472,130.17,97.5705,26.475,129.266,58.5827,9.26111,129.488,11.0467,179.28,143.481,-28.4811,298.754,146.219,-84.1483,268.082,145.986,-0.281763,258.467,145.586,-43.7301,210.836,144.891
888,0,82.1817,100.012,130.495,23.9474,61.5503,130.171,97.5624,26.4626,129.252,58.5605,9.26327,129.494,11.0424,179.286,143.46,-28.4666,298.755,146.164,-84.1483,268.09,145.939,-0.282147,258.475,145.541,-43.7203,210.848,144.86
889,0,82.1407,99.9674,130.53,23.9259,61.5498,130.18,97.5247,26.4569,129.273,58.5365,9.26039,129.506,11.029,179.282,143.46,-28.4697,298.758,146.165,-84.1385,268.09,145.944,-0.292626,258.474,145.543,-43.7371,210.847,144.862
890,0,82.1299,99.9697,130.557,23.8953,61.5478,130.2,97.4909,26.4526,129.297,58.4912,9.25847,129.526,10.9962,179.303,143.458,-28.4997,298.761,146.22,-84.1687,268.102,145.982,-0.311968,258.469,145.596,-43.7649,210.847,144.901
891,0,82.0924,99.9487,130.571,23.8492,61.541,130.206,97.4386,26.4467,129.305,58.4622,9.24416,129.523,10.9542,179.27,143.516,-28.5333,298.758,146.268,-84.196,268.109,146.019,-0.341964,258.469,145.647,-43.8019,210.844,144.931
892,0,82.056,99.9525,130.579,23.8207,61.5524,130.194,97.4197,26.4538,129.305,58.4294,9.25425,129.516,10.9288,179.267,143.528,-28.5822,298.764,146.292,-84.232,268.112,146.025,-0.377782,258.467,145.651,-43.8502,210.846,144.931
893,0,82.0441,99.9625,130.567,23.8086,61.5517,130.174,97.4032,26.4572,129.275,58.4142,9.25167,129.482,10.9141,179.276,143.51,-28.592,298.763,146.257,-84.2445,268.111,146.012,-0.399419,258.468,145.635,-43.8686,210.847,144.916
894,0,82.0364,99.9854,130.512,23.8169,61.559,130.144,97.4003,26.4536,129.238,58.4142,9.25263,129.442,10.9043,179.275,143.484,-28.5998,298.761,146.227,-84.237,268.099,145.961,-0.404044,258.46,145.591,-43.8675,210.84,144.88
895,0,82.0533,99.9888,130.495,23.8283,61.5595,130.121,97.4146,26.4472,129.214,58.4289,9.25572,129.434,10.9379,179.28,143.458,-28.5761,298.762,146.207,-84.2319,268.093,145.951,-0.384871,258.466,145.577,-43.8351,210.849,144.857
896,0,82.0639,99.9665,130.515,23.8508,61.553,130.155,97.4324,26.4537,129.249,58.4507,9.24945,129.454,10.9546,179.283,143.478,-28.5501,298.763,146.229,-84.2113,268.096,145.964,-0.368548,258.471,145.595,-43.8174,210.852,144.873
897,0,82.0935,99.9674,130.542,23.8453,61.5549,130.202,97.4498,26.4548,129.292,58.4607,9.25251,129.525,10.9583,179.273,143.499,-28.5156,298.765,146.25,-84.1883,268.113,145.998,-0.341643,258.469,145.604,-43.814,210.852,144.915
898,0,82.0819,99.9533,130.574,23.8469,61.5498,130.227,97.4407,26.4499,129.322,58.4503,9.24641,129.553,10.9441,179.288,143.488,-28.519,298.776,146.238,-84.1804,268.127,145.997,-0.331659,258.483,145.614,-43.7978,210.856,144.922
899,0,82.0479,99.9589,130.584,23.8216,61.5539,130.226,97.4123,26.4472,129.327,58.4206,9.24838,129.551,10.9358,179.29,143.495,-28.5516,298.778,146.219,-84.2129,268.129,145.98,-0.360396,258.473,145.596,-43.826,210.866,144.913
