Trajectories
100
,,mechanicle_knee:thigh1,,,mechanicle_knee:thigh2,,,mechanicle_knee:thigh3,,,mechanicle_knee:thigh4,,,mechanicle_knee:thigh5,,,mechanicle_knee:shank1,,,mechanicle_knee:shank2,,,mechanicle_knee:shank3,,,mechanicle_knee:shank4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
234,0,83.0854,100.304,130.097,24.9484,61.6378,130.025,98.4918,26.5685,128.882,59.5145,9.3574,129.126,12.7187,180.396,143.437,59.3264,307.082,146.323,-2.98492,319.238,146.796,55.2425,258.169,145.548,-8.58484,249.209,145.536
235,0,83.0912,100.304,130.102,24.9369,61.6301,130.017,98.475,26.5676,128.863,59.51,9.35186,129.122,12.768,180.389,143.417,59.9894,306.944,146.298,-2.21404,319.418,146.785,55.6887,258.05,145.54,-8.18519,249.426,145.543
236,0,83.0943,100.298,130.089,24.9407,61.6167,130.01,98.4891,26.5805,128.872,59.5111,9.34591,129.108,12.7708,180.371,143.432,60.7462,306.775,146.285,-1.43495,319.599,146.773,56.1203,257.926,145.52,-7.78854,249.631,145.533
237,0,83.0875,100.285,130.113,24.9272,61.6074,130.001,98.4954,26.552,128.852,59.5066,9.33991,129.106,12.7903,180.354,143.455,61.4883,306.628,146.335,-0.635551,319.771,146.816,56.5959,257.775,145.54,-7.37341,249.843,145.553
238,0,83.0531,100.222,130.151,24.932,61.5985,129.991,98.4839,26.543,128.839,59.5092,9.32516,129.093,12.7867,180.355,143.423,62.21,306.433,146.353,0.176637,319.948,146.837,57.0645,257.595,145.553,-6.95652,250.053,145.569
239,0,83.0365,100.19,130.148,24.9143,61.5858,129.981,98.4749,26.5334,128.837,59.4989,9.31656,129.074,12.7941,180.36,143.424,62.9634,306.196,146.366,1.04794,320.124,146.851,57.5315,257.42,145.55,-6.54105,250.254,145.569
240,0,83.0127,100.205,130.137,24.8939,61.5862,129.965,98.4579,26.5365,128.815,59.485,9.31781,129.054,12.7695,180.35,143.415,63.7072,306.097,146.319,1.89879,320.295,146.85,57.9847,257.257,145.528,-6.11366,250.481,145.556
241,0,82.9959,100.191,130.129,24.8713,61.5861,129.957,98.4215,26.5269,128.805,59.4506,9.31844,129.034,12.74,180.37,143.419,64.6086,305.898,146.263,2.88131,320.487,146.864,58.5282,257.072,145.525,-5.61416,250.731,145.586
242,0,82.9969,100.191,130.158,24.8793,61.5996,129.971,98.4232,26.532,128.817,59.4585,9.32832,129.05,12.6739,180.388,143.452,65.38,305.682,146.249,3.77348,320.676,146.882,59.0222,256.903,145.537,-5.12968,251.004,145.612
243,0,83.0019,100.169,130.18,24.8953,61.6087,129.978,98.4468,26.5483,128.83,59.4771,9.34085,129.062,12.7429,180.399,143.449,66.1875,305.478,146.238,4.67304,320.864,146.868,59.5447,256.749,145.507,-4.68453,251.211,145.616
244,0,82.9971,100.154,130.199,24.9076,61.6069,129.986,98.4606,26.5478,128.839,59.4842,9.33506,129.082,12.759,180.411,143.423,66.9948,305.251,146.23,5.56272,321.036,146.853,60.041,256.602,145.492,-4.2263,251.441,145.616
245,0,82.9962,100.162,130.186,24.9078,61.599,129.979,98.4761,26.5517,128.849,59.4986,9.33768,129.096,12.7673,180.405,143.433,67.7933,305.011,146.238,6.4691,321.169,146.862,60.5569,256.388,145.493,-3.75262,251.651,145.609
246,0,82.9909,100.135,130.16,24.9067,61.5794,129.974,98.4653,26.523,128.821,59.4966,9.30855,129.059,12.7474,180.386,143.41,68.5903,304.734,146.226,7.3729,321.315,146.87,60.9755,256.248,145.495,-3.22417,251.945,145.604
247,0,82.9806,100.107,130.159,24.8916,61.5658,129.961,98.4394,26.5199,128.818,59.4803,9.29894,129.046,12.7346,180.386,143.423,69.3379,304.508,146.222,8.20585,321.433,146.872,61.4241,256.06,145.496,-2.76643,252.14,145.618
248,0,82.9661,100.091,130.142,24.8795,61.5555,129.944,98.4369,26.4938,128.787,59.4696,9.29271,129.011,12.745,180.383,143.403,70.0983,304.26,146.188,9.05932,321.548,146.845,61.8759,255.884,145.466,-2.31163,252.362,145.597
249,0,82.9489,100.08,130.144,24.8775,61.5601,129.935,98.4296,26.4957,128.776,59.4555,9.2938,129.002,12.7445,180.406,143.407,70.8563,304.009,146.213,9.96324,321.698,146.833,62.3652,255.702,145.436,-1.86771,252.551,145.581
250,0,82.9356,100.091,130.133,24.8793,61.5715,129.944,98.4323,26.5054,128.774,59.4614,9.3006,129.008,12.7551,180.407,143.409,71.5607,303.78,146.217,10.7737,321.832,146.851,62.8194,255.501,145.458,-1.41969,252.749,145.579
251,0,82.9508,100.118,130.151,24.8796,61.5768,129.961,98.4327,26.5131,128.812,59.472,9.30919,129.045,12.7617,180.438,143.419,72.2932,303.573,146.212,11.5789,321.918,146.859,63.2695,255.313,145.476,-0.996353,252.936,145.608
252,0,82.9423,100.128,130.163,24.893,61.6041,129.99,98.4488,26.5473,128.84,59.4761,9.3285,129.075,12.7755,180.479,143.431,72.985,303.357,146.219,12.3856,322.081,146.867,63.6641,255.182,145.497,-0.586245,253.132,145.63
253,0,82.9238,100.118,130.17,24.8868,61.6072,129.988,98.4501,26.5458,128.841,59.4706,9.33746,129.084,12.7887,180.485,143.433,73.6114,303.159,146.198,13.1192,322.164,146.865,64.0858,255.02,145.481,-0.182261,253.298,145.631
254,0,82.8981,100.104,130.139,24.8685,61.6088,129.963,98.434,26.546,128.805,59.4429,9.3389,129.043,12.7846,180.527,143.43,74.2892,302.922,146.185,13.8855,322.238,146.846,64.5065,254.847,145.451,0.233991,253.46,145.614
255,0,82.8877,100.069,130.121,24.8642,61.5864,129.932,98.4262,26.5202,128.776,59.453,9.31312,129.005,12.8261,180.498,143.391,74.9799,302.657,146.142,14.7071,322.321,146.816,64.9493,254.631,145.406,0.661324,253.603,145.597
256,0,82.9044,100.076,130.088,24.8636,61.557,129.935,98.4291,26.4864,128.767,59.4554,9.29235,129.001,12.805,180.484,143.384,75.664,302.383,146.138,15.4844,322.369,146.796,65.3558,254.416,145.386,1.05733,253.741,145.583
257,0,82.8913,100.055,130.091,24.8638,61.5424,129.93,98.4256,26.4724,128.779,59.4573,9.2764,129.011,12.808,180.473,143.378,76.3509,302.12,146.148,16.2943,322.437,146.851,65.791,254.185,145.41,1.48793,253.896,145.608
258,0,82.8938,100.033,130.118,24.8602,61.5306,129.962,98.4082,26.4652,128.813,59.4416,9.25427,129.025,12.7831,180.462,143.417,77.0694,301.869,146.192,17.1044,322.492,146.899,66.2198,253.965,145.446,1.91831,254.047,145.641
259,0,82.8873,100.032,130.102,24.8655,61.5284,129.953,98.4151,26.4741,128.805,59.4563,9.25401,129.032,12.7826,180.468,143.412,77.7916,301.568,146.232,17.9446,322.579,146.896,66.651,253.758,145.46,2.35132,254.19,145.647
260,0,82.8759,100.044,130.08,24.8557,61.5385,129.93,98.4047,26.4859,128.775,59.4441,9.26503,128.998,12.7836,180.484,143.402,78.482,301.298,146.214,18.7712,322.652,146.898,67.0738,253.569,145.423,2.79688,254.354,145.626
261,0,82.8417,100.064,130.088,24.8301,61.5521,129.92,98.3917,26.4911,128.756,59.4114,9.28118,128.988,12.7778,180.502,143.394,79.1595,301.044,146.187,19.6137,322.736,146.873,67.5108,253.39,145.4,3.23132,254.517,145.607
262,0,82.8399,100.082,130.076,24.8236,61.5707,129.917,98.3816,26.5064,128.763,59.4112,9.30716,128.987,12.7634,180.53,143.395,79.8727,300.777,146.16,20.427,322.803,146.841,67.9449,253.181,145.371,3.66809,254.697,145.599
263,0,82.8444,100.079,130.073,24.8285,61.5654,129.925,98.3805,26.4929,128.775,59.4104,9.29678,128.992,12.756,180.52,143.414,80.6671,300.469,146.152,21.3753,322.867,146.791,68.4362,252.926,145.396,4.14941,254.838,145.618
264,0,82.8429,100.069,130.07,24.831,61.5474,129.934,98.3961,26.4905,128.785,59.4193,9.28258,128.998,12.7739,180.488,143.406,81.4707,300.128,146.194,22.357,322.909,146.833,68.9225,252.69,145.416,4.67109,255.001,145.652
265,0,82.8595,100.024,130.072,24.8463,61.5355,129.925,98.4219,26.4719,128.773,59.4455,9.25461,128.986,12.7914,180.467,143.414,82.3488,299.743,146.218,23.3738,322.922,146.859,69.4665,252.413,145.435,5.25459,255.165,145.662
266,0,82.8468,100.013,130.067,24.8436,61.5122,129.914,98.4144,26.4605,128.752,59.4321,9.23804,128.972,12.7842,180.463,143.414,83.2151,299.348,146.228,24.4336,322.968,146.878,70.0375,252.097,145.444,5.81469,255.317,145.666
267,0,82.821,99.9759,130.062,24.8293,61.5089,129.889,98.385,26.4464,128.74,59.4188,9.22669,128.942,12.7688,180.472,143.407,84.0935,298.948,146.226,25.472,322.996,146.871,70.5782,251.816,145.427,6.3863,255.481,145.669
268,0,82.7981,99.9676,130.052,24.8075,61.5038,129.88,98.3602,26.4282,128.728,59.3924,9.22128,128.921,12.7588,180.461,143.423,84.9419,298.557,146.212,26.5054,323.021,146.85,71.1017,251.545,145.407,6.91537,255.64,145.666
269,0,82.7809,99.9656,130.041,24.7954,61.5028,129.876,98.3532,26.4347,128.725,59.3873,9.23246,128.918,12.7269,180.481,143.434,85.807,298.171,146.194,27.5494,323.04,146.842,71.6204,251.245,145.407,7.48247,255.817,145.646
270,0,82.7855,99.9775,130.051,24.8094,61.5008,129.881,98.3536,26.4354,128.738,59.3922,9.22441,128.908,12.7297,180.476,143.421,86.7347,297.775,146.211,28.6495,323.065,146.845,72.1706,250.917,145.423,8.07937,255.985,145.651
271,0,82.7689,99.9643,130.043,24.7936,61.4985,129.876,98.3507,26.4289,128.724,59.3795,9.22104,128.914,12.7076,180.483,143.413,87.6498,297.297,146.247,29.8055,323.072,146.866,72.7749,250.551,145.442,8.68325,256.113,145.666
272,0,82.7562,99.9728,130.046,24.79,61.492,129.863,98.3453,26.4306,128.712,59.3794,9.21274,128.906,12.7135,180.484,143.397,88.605,296.849,146.257,30.9411,323.056,146.906,73.3715,250.21,145.461,9.32335,256.296,145.684
273,0,82.7318,99.9789,130.047,24.768,61.5034,129.87,98.3195,26.4481,128.733,59.3613,9.2313,128.912,12.702,180.487,143.413,89.5523,296.402,146.271,32.0668,323.061,146.918,73.9297,249.897,145.476,9.94463,256.473,145.713
274,0,82.7596,100.009,130.038,24.7525,61.5078,129.856,98.3211,26.4517,128.702,59.3424,9.2332,128.89,12.6853,180.514,143.45,90.4861,295.944,146.249,33.204,323.037,146.908,74.4857,249.555,145.465,10.5533,256.622,145.713
275,0,82.7834,100.038,130.039,24.7641,61.5074,129.859,98.3255,26.4617,128.717,59.3523,9.23771,128.899,12.7014,180.492,143.453,91.4129,295.474,146.229,34.3281,323.039,146.904,75.0567,249.207,145.449,11.1852,256.761,145.726
276,0,82.7864,100.025,130.035,24.776,61.5005,129.845,98.3392,26.4352,128.701,59.359,9.22926,128.865,12.7252,180.492,143.428,92.3665,294.989,146.232,35.5163,322.966,146.855,75.6377,248.858,145.447,11.8629,256.896,145.706
277,0,82.7912,100.004,130.015,24.784,61.4777,129.828,98.3421,26.3998,128.672,59.3744,9.20215,128.861,12.7624,180.455,143.411,93.3325,294.473,146.216,36.6932,322.901,146.872,76.2609,248.459,145.467,12.5136,256.995,145.708
278,0,82.8062,99.9907,130.021,24.7995,61.4622,129.828,98.3543,26.3983,128.686,59.3888,9.18628,128.865,12.779,180.446,143.402,94.2716,293.956,146.226,37.8378,322.818,146.889,76.8536,248.082,145.478,13.1612,257.097,145.714
279,0,82.8275,99.9952,130.01,24.8028,61.4673,129.823,98.361,26.4005,128.686,59.3892,9.17745,128.853,12.7647,180.446,143.425,95.1635,293.447,146.249,38.9534,322.751,146.888,77.4109,247.724,145.484,13.8156,257.243,145.701
280,0,82.8217,99.99,130.011,24.7815,61.4604,129.825,98.3513,26.4078,128.682,59.3771,9.17977,128.845,12.7279,180.446,143.459,96.1023,292.911,146.276,40.1206,322.668,146.937,77.957,247.354,145.494,14.4773,257.355,145.735
281,0,82.7995,99.9847,130.025,24.783,61.464,129.8,98.3363,26.4103,128.666,59.3567,9.18508,128.804,12.7407,180.448,143.47,97.0605,292.395,146.318,41.3039,322.581,146.956,78.5719,246.955,145.493,15.1188,257.461,145.774
282,0,82.783,99.9731,130.01,24.766,61.4583,129.765,98.3195,26.4003,128.635,59.364,9.18255,128.781,12.757,180.444,143.447,97.9872,291.85,146.296,42.493,322.486,146.967,79.1368,246.584,145.474,15.7882,257.557,145.77
283,0,82.7634,99.9664,129.986,24.7595,61.4457,129.759,98.3259,26.3761,128.614,59.3555,9.17268,128.749,12.7545,180.431,143.421,98.874,291.3,146.26,43.6249,322.352,146.941,79.7137,246.161,145.436,16.4441,257.672,145.766
284,0,82.7441,99.9582,129.99,24.733,61.435,129.758,98.2988,26.3607,128.616,59.3395,9.15984,128.762,12.7398,180.419,143.421,99.7722,290.762,146.257,44.7421,322.235,146.971,80.2399,245.782,145.427,17.0655,257.747,145.781
285,0,82.7691,99.9894,130.006,24.7219,61.4346,129.81,98.2904,26.369,128.649,59.3344,9.17593,128.812,12.728,180.444,143.439,100.705,290.209,146.257,45.9166,322.105,146.953,80.7706,245.387,145.457,17.7204,257.826,145.812
286,0,82.7693,99.9803,130.012,24.7344,61.449,129.827,98.3203,26.3734,128.654,59.3574,9.1733,128.824,12.7473,180.452,143.436,101.626,289.658,146.217,47.0772,322.074,146.852,81.3753,244.983,145.435,18.4131,257.936,145.79
287,0,82.7721,99.9622,130.02,24.7381,61.4389,129.811,98.3367,26.3862,128.637,59.3627,9.16186,128.802,12.7381,180.427,143.446,102.465,289.12,146.23,48.1543,321.951,146.884,81.8945,244.595,145.456,19.0242,258.013,145.778
288,0,82.7535,99.9457,129.997,24.7279,61.4084,129.79,98.3328,26.3743,128.619,59.3552,9.15842,128.747,12.7434,180.424,143.424,103.283,288.568,146.204,49.2172,321.762,146.871,82.4296,244.201,145.459,19.6348,258.048,145.759
289,0,82.756,99.9532,129.98,24.7164,61.4086,129.786,98.3152,26.3767,128.607,59.3398,9.15672,128.747,12.7434,180.408,143.428,104.058,288.065,146.197,50.2058,321.661,146.874,82.8953,243.839,145.428,20.2089,258.104,145.752
290,0,82.7679,99.963,130,24.7174,61.4099,129.823,98.3036,26.3661,128.65,59.3317,9.16698,128.767,12.7438,180.412,143.469,104.847,287.578,146.179,51.2304,321.505,146.838,83.3438,243.47,145.438,20.7754,258.185,145.767
291,0,82.7591,99.962,129.997,24.7138,61.4035,129.842,98.2978,26.3627,128.644,59.348,9.16072,128.778,12.7198,180.414,143.468,105.678,287.006,146.162,52.2898,321.308,146.83,83.8218,243.075,145.444,21.3963,258.245,145.765
292,0,82.768,99.9424,129.996,24.7191,61.3862,129.825,98.3143,26.3444,128.618,59.355,9.13903,128.769,12.7273,180.407,143.455,106.514,286.42,146.158,53.3874,321.139,146.85,84.3804,242.619,145.443,22.0363,258.284,145.758
293,0,82.7533,99.9461,129.971,24.7365,61.3919,129.798,98.3305,26.3544,128.593,59.3541,9.13899,128.748,12.713,180.418,143.408,107.346,285.819,146.172,54.4909,320.94,146.831,84.9204,242.204,145.443,22.6653,258.313,145.764
294,0,82.7636,99.9384,129.992,24.7509,61.3787,129.798,98.3433,26.3544,128.59,59.3596,9.13649,128.743,12.7023,180.447,143.412,108.166,285.266,146.188,55.5639,320.736,146.845,85.42,241.808,145.442,23.2961,258.371,145.747
295,0,82.7662,99.9484,130.012,24.7566,61.3845,129.827,98.3348,26.3703,128.631,59.363,9.1503,128.762,12.6963,180.437,143.454,108.977,284.705,146.202,56.5913,320.601,146.864,85.8835,241.405,145.467,23.8713,258.413,145.784
296,0,82.7686,99.9638,130.012,24.748,61.397,129.852,98.3062,26.3805,128.657,59.3448,9.1642,128.784,12.6524,180.463,143.494,109.792,284.117,146.193,57.7139,320.369,146.86,86.334,241.016,145.458,24.5107,258.481,145.758
297,0,82.7468,99.9611,130.019,24.7531,61.3997,129.863,98.3038,26.3744,128.66,59.3397,9.16361,128.768,12.6429,180.463,143.487,110.641,283.478,146.165,58.8028,320.129,146.891,86.8716,240.557,145.451,25.1262,258.493,145.784
298,0,82.733,99.9452,129.991,24.7603,61.3766,129.807,98.2888,26.3339,128.595,59.3286,9.13956,128.724,12.6298,180.455,143.437,111.521,282.767,146.178,59.9997,319.845,146.903,87.4028,240.062,145.436,25.8543,258.501,145.771
299,0,82.7276,99.9321,129.977,24.7468,61.3477,129.766,98.2878,26.3233,128.548,59.3135,9.11902,128.684,12.5993,180.46,143.411,112.399,282.058,146.183,61.1828,319.533,146.887,87.9573,239.513,145.452,26.5421,258.481,145.748
300,0,82.7084,99.9244,129.972,24.7383,61.3424,129.757,98.2721,26.3161,128.555,59.3038,9.10125,128.68,12.5564,180.452,143.415,113.253,281.35,146.177,62.3495,319.264,146.885,88.4854,239.025,145.446,27.1994,258.467,145.781
301,0,82.6976,99.9122,129.977,24.7352,61.3477,129.784,98.2601,26.3369,128.588,59.297,9.1146,128.706,12.5361,180.468,143.457,114.078,280.736,146.187,63.4494,319,146.877,88.9344,238.6,145.455,27.8193,258.497,145.817
302,0,82.7303,99.9437,130.017,24.7507,61.3649,129.814,98.2794,26.3607,128.633,59.3037,9.12989,128.742,12.5393,180.485,143.494,114.738,280.205,146.186,64.3457,318.806,146.894,89.313,238.224,145.463,28.364,258.538,145.821
303,0,82.7202,99.947,130.007,24.7732,61.3865,129.818,98.2975,26.371,128.626,59.3242,9.14525,128.743,12.5404,180.532,143.482,115.376,279.714,146.13,65.2058,318.625,146.843,89.7107,237.896,145.433,28.9127,258.551,145.774
304,0,82.746,99.9633,130.005,24.7991,61.4079,129.823,98.3039,26.3722,128.634,59.3414,9.16574,128.756,12.5843,180.563,143.434,115.992,279.229,146.071,66.0601,318.425,146.792,90.1049,237.573,145.363,29.3911,258.582,145.745
305,0,82.7435,99.9737,130.001,24.8062,61.4176,129.816,98.311,26.3991,128.632,59.3402,9.17234,128.771,12.5833,180.575,143.445,116.603,278.752,146.022,66.865,318.228,146.74,90.5042,237.249,145.307,29.8821,258.552,145.703
306,0,82.7421,99.9785,129.984,24.8084,61.4272,129.834,98.3109,26.3845,128.638,59.341,9.16666,128.793,12.5763,180.573,143.438,117.22,278.271,146.006,67.6623,318.008,146.701,90.8701,236.908,145.3,30.3551,258.55,145.695
307,0,82.7615,99.9947,130.021,24.793,61.4312,129.854,98.303,26.3974,128.677,59.3326,9.18319,128.836,12.5563,180.588,143.461,117.834,277.825,145.961,68.4631,317.799,146.709,91.2268,236.553,145.322,30.8208,258.554,145.717
308,0,82.7444,99.9756,130.021,24.7832,61.4217,129.842,98.3091,26.3906,128.667,59.3316,9.16765,128.811,12.5588,180.586,143.472,118.387,277.321,145.977,69.237,317.559,146.719,91.5651,236.207,145.33,31.3184,258.533,145.735
309,0,82.7354,99.9632,130.018,24.7825,61.4215,129.818,98.3063,26.376,128.644,59.3217,9.16168,128.786,12.5743,180.6,143.447,118.936,276.825,145.962,70.0174,317.293,146.73,91.883,235.846,145.329,31.7578,258.51,145.712
310,0,82.7332,99.9614,130.005,24.7774,61.418,129.789,98.3004,26.3735,128.623,59.3259,9.1675,128.758,12.5848,180.608,143.426,119.452,276.38,145.912,70.7143,317.105,146.706,92.1905,235.503,145.318,32.1894,258.484,145.688
311,0,82.7172,99.9717,129.997,24.7654,61.4228,129.778,98.3032,26.3896,128.615,59.3194,9.1712,128.762,12.5614,180.615,143.434,119.949,275.957,145.863,71.4109,316.901,146.651,92.5065,235.215,145.273,32.5972,258.458,145.644
312,0,82.7421,99.98,129.995,24.7658,61.4286,129.8,98.2931,26.3879,128.647,59.3213,9.17702,128.785,12.5663,180.619,143.481,120.476,275.508,145.83,72.1599,316.679,146.643,92.829,234.895,145.276,33.0313,258.438,145.65
313,0,82.7569,99.997,130.016,24.7607,61.446,129.825,98.2945,26.4023,128.673,59.3261,9.18947,128.811,12.5205,180.651,143.484,121.013,275.044,145.855,72.8812,316.475,146.647,93.1816,234.567,145.291,33.4813,258.428,145.677
314,0,82.7722,100.002,130.023,24.7815,61.4512,129.84,98.3202,26.4052,128.694,59.3537,9.18686,128.839,12.5581,180.658,143.49,121.533,274.552,145.871,73.598,316.235,146.662,93.5134,234.235,145.298,33.9387,258.408,145.686
315,0,82.7709,99.9834,130.015,24.8067,61.4598,129.815,98.3414,26.4017,128.664,59.3792,9.18189,128.817,12.5595,180.682,143.465,122.055,274.106,145.839,74.3311,316.027,146.643,93.8455,233.913,145.286,34.3926,258.387,145.638
316,0,82.7832,100.002,130.014,24.7958,61.4667,129.794,98.3458,26.4269,128.655,59.383,9.20177,128.805,12.5746,180.707,143.438,122.559,273.66,145.81,75.05,315.813,146.631,94.1361,233.606,145.257,34.8247,258.37,145.616
317,0,82.7733,100.002,130.01,24.7768,61.469,129.785,98.3324,26.4169,128.652,59.3779,9.2013,128.795,12.574,180.714,143.449,123.093,273.168,145.82,75.7945,315.555,146.642,94.4335,233.265,145.265,35.2487,258.327,145.613
318,0,82.77,99.9922,130.008,24.768,61.4583,129.788,98.3342,26.4075,128.661,59.3566,9.18897,128.792,12.5179,180.721,143.491,123.599,272.662,145.855,76.5194,315.296,146.661,94.7175,232.899,145.296,35.6833,258.255,145.67
319,0,82.7626,99.9832,130.008,24.7614,61.4459,129.804,98.3193,26.4018,128.676,59.355,9.1796,128.803,12.5045,180.723,143.51,124.09,272.154,145.869,77.2534,315.025,146.683,95.0012,232.535,145.318,36.119,258.213,145.679
320,0,82.7619,99.972,130.005,24.7559,61.4367,129.804,98.3348,26.3818,128.652,59.3576,9.16448,128.807,12.4989,180.713,143.478,124.594,271.629,145.848,77.9825,314.724,146.662,95.3174,232.169,145.311,36.5557,258.164,145.657
321,0,82.7682,99.9634,130.009,24.7802,61.4377,129.783,98.3418,26.3744,128.644,59.3696,9.15294,128.795,12.5253,180.726,143.454,125.146,271.088,145.851,78.7733,314.443,146.619,95.6833,231.795,145.293,37.064,258.094,145.619
322,0,82.7779,99.964,129.998,24.773,61.4335,129.762,98.3453,26.3855,128.632,59.3787,9.15707,128.783,12.5426,180.728,143.434,125.731,270.5,145.838,79.61,314.126,146.609,96.0427,231.387,145.263,37.5781,258.019,145.599
323,0,82.781,99.9917,129.995,24.7668,61.4575,129.769,98.3393,26.4057,128.655,59.3787,9.18219,128.782,12.5472,180.764,143.457,126.336,269.942,145.801,80.4703,313.857,146.607,96.4127,230.997,145.241,38.0823,257.971,145.613
324,0,82.7839,100.017,130.014,24.7748,61.4983,129.793,98.3486,26.4516,128.678,59.378,9.21999,128.812,12.5311,180.799,143.481,126.923,269.369,145.783,81.3253,313.553,146.563,96.7666,230.612,145.231,38.6003,257.939,145.603
325,0,82.7802,100.037,130.01,24.7781,61.5044,129.808,98.3541,26.4469,128.672,59.3784,9.23149,128.833,12.5333,180.821,143.492,127.51,268.793,145.747,82.179,313.227,146.548,97.1434,230.222,145.212,39.127,257.881,145.609
326,0,82.8021,100.035,130.021,24.7899,61.5057,129.826,98.3505,26.4619,128.69,59.3839,9.2288,128.846,12.5365,180.823,143.496,128.122,268.175,145.737,83.0911,312.885,146.554,97.513,229.759,145.22,39.6914,257.794,145.623
327,0,82.7838,100.006,130.026,24.7803,61.4767,129.819,98.3514,26.4307,128.694,59.3818,9.20257,128.831,12.5547,180.811,143.479,128.761,267.49,145.721,83.9736,312.509,146.532,97.8717,229.285,145.224,40.236,257.686,145.616
328,0,82.7651,99.985,130.026,24.7715,61.4531,129.803,98.3491,26.4044,128.677,59.3742,9.17908,128.821,12.5484,180.793,143.479,129.392,266.8,145.769,84.8947,312.09,146.563,98.236,228.794,145.244,40.7715,257.564,145.646
329,0,82.7633,99.966,130.03,24.7475,61.4309,129.795,98.3281,26.3806,128.667,59.3625,9.15328,128.788,12.5212,180.781,143.505,130.002,266.078,145.812,85.7931,311.676,146.588,98.6031,228.267,145.274,41.3321,257.461,145.671
330,0,82.747,99.9494,130.022,24.7386,61.4197,129.776,98.3158,26.3662,128.641,59.341,9.14357,128.767,12.5174,180.788,143.488,130.593,265.4,145.801,86.6831,311.266,146.585,98.9667,227.791,145.27,41.8911,257.339,145.661
331,0,82.7565,99.9522,130.011,24.7245,61.4244,129.751,98.3167,26.3757,128.625,59.34,9.15607,128.756,12.5337,180.781,143.455,131.225,264.703,145.77,87.5796,310.87,146.553,99.3588,227.325,145.256,42.4596,257.226,145.644
332,0,82.7322,99.9765,130.002,24.7181,61.4324,129.757,98.3108,26.3874,128.627,59.3331,9.16511,128.763,12.5403,180.803,143.445,131.849,264.013,145.752,88.5291,310.45,146.521,99.7791,226.819,145.211,43.0277,257.124,145.62
333,0,82.7399,99.9844,130.009,24.7388,61.4542,129.785,98.3159,26.4049,128.655,59.3385,9.18611,128.8,12.5529,180.814,143.457,132.531,263.238,145.72,89.546,310.046,146.506,100.172,226.321,145.209,43.668,257.022,145.612
334,0,82.7582,100.006,130.013,24.7442,61.4715,129.811,98.3232,26.4317,128.687,59.3573,9.20145,128.815,12.5644,180.851,143.482,133.174,262.517,145.726,90.5372,309.599,146.515,100.562,225.817,145.208,44.3027,256.926,145.601
335,0,82.778,100.028,130.022,24.7677,61.4948,129.819,98.3557,26.4653,128.684,59.3795,9.22834,128.832,12.5864,180.877,143.457,133.8,261.843,145.659,91.4781,309.2,146.474,100.956,225.331,145.172,44.9205,256.808,145.58
336,0,82.7929,100.044,130.035,24.7599,61.5013,129.828,98.3464,26.4652,128.681,59.3709,9.23472,128.84,12.5982,180.881,143.457,134.394,261.171,145.63,92.3708,308.749,146.426,101.314,224.867,145.137,45.4699,256.69,145.558
337,0,82.7624,100.029,130.009,24.7552,61.4906,129.809,98.3361,26.4472,128.66,59.3627,9.21305,128.828,12.6271,180.862,143.451,134.979,260.453,145.583,93.2291,308.335,146.409,101.644,224.378,145.111,46.0085,256.523,145.526
338,0,82.7477,99.9874,130.017,24.7436,61.4545,129.783,98.3046,26.4015,128.657,59.3495,9.1836,128.791,12.6353,180.816,143.447,135.526,259.757,145.606,94.1102,307.846,146.431,101.998,223.855,145.123,46.5396,256.353,145.544
339,0,82.713,99.9475,130.004,24.7037,61.4227,129.774,98.2838,26.3641,128.652,59.3125,9.15248,128.768,12.5887,180.783,143.453,136.04,259.054,145.65,94.8873,307.404,146.483,102.313,223.358,145.143,47.0313,256.213,145.562
340,0,82.7236,99.9607,130.008,24.7057,61.4106,129.788,98.287,26.3695,128.656,59.313,9.1419,128.778,12.6082,180.769,143.482,136.515,258.465,145.667,95.6161,307.024,146.478,102.597,222.927,145.185,47.5128,256.084,145.591
341,0,82.739,99.9646,130.026,24.718,61.4173,129.817,98.2918,26.3724,128.674,59.3244,9.14942,128.809,12.5994,180.792,143.492,136.949,257.937,145.661,96.2568,306.715,146.458,102.848,222.565,145.191,47.9208,255.998,145.606
342,0,82.751,99.9652,130.022,24.7451,61.4399,129.817,98.3185,26.3885,128.683,59.3476,9.16854,128.826,12.6318,180.822,143.482,137.368,257.46,145.607,96.8941,306.432,146.399,103.106,222.238,145.157,48.3252,255.922,145.587
343,0,82.7777,99.9942,130.015,24.7779,61.4666,129.802,98.3388,26.4092,128.667,59.3768,9.19239,128.806,12.6711,180.869,143.435,137.763,257.018,145.561,97.5245,306.12,146.364,103.33,221.948,145.128,48.6968,255.835,145.552
344,0,82.7791,100.008,130.013,24.7762,61.4867,129.79,98.3417,26.4324,128.661,59.3822,9.20908,128.807,12.68,180.901,143.435,138.161,256.516,145.54,98.1161,305.818,146.332,103.556,221.618,145.115,49.0771,255.748,145.523
